time,wave_height,wave_direction,wave_period,wind_wave_height,wind_wave_direction,wind_wave_period,swell_wave_height,swell_wave_direction,swell_wave_period,swell_wave_peak_period,wind_speed_10m_ecmwf_ifs025,wind_direction_10m_ecmwf_ifs025,wind_gusts_10m_ecmwf_ifs025,pressure_msl_ecmwf_ifs025,weather_code_ecmwf_ifs025,temperature_2m_ecmwf_ifs025,precipitation_ecmwf_ifs025,wind_speed_10m_icon_seamless,wind_direction_10m_icon_seamless,wind_gusts_10m_icon_seamless,pressure_msl_icon_seamless,weather_code_icon_seamless,temperature_2m_icon_seamless,precipitation_icon_seamless,wind_speed_10m_gfs_seamless,wind_direction_10m_gfs_seamless,wind_gusts_10m_gfs_seamless,pressure_msl_gfs_seamless,weather_code_gfs_seamless,temperature_2m_gfs_seamless,precipitation_gfs_seamless,wind_speed_10m_meteofrance_seamless,wind_direction_10m_meteofrance_seamless,wind_gusts_10m_meteofrance_seamless,pressure_msl_meteofrance_seamless,weather_code_meteofrance_seamless,temperature_2m_meteofrance_seamless,precipitation_meteofrance_seamless,wind_speed_10m_jma_seamless,wind_direction_10m_jma_seamless,wind_gusts_10m_jma_seamless,pressure_msl_jma_seamless,weather_code_jma_seamless,temperature_2m_jma_seamless,precipitation_jma_seamless
2026-01-04T03:00,1.82,82,8.65,0.2,321,1.85,1.44,50,5.85,,20.1,299,25.2,1007.3,51,24.7,0.1,4.7,351,10.8,1007.2,45,25.0,0.0,15.5,18,15.8,1006.7,3,24.0,0.0,13.2,325,25.6,1006.7,3,24.5,0.0,20.8,307,,1006.5,61,25.1,0.5
2026-01-04T03:15,1.84,83,8.65,0.2,320,1.85,1.46,49,5.85,,19.8,299,24.8,1007.3,53,24.7,0.2,4.7,356,10.1,1007.3,3,25.0,0.0,15.6,19,15.5,1006.8,80,24.0,0.6,12.3,320,23.4,1006.8,3,24.6,0.0,20.6,306,,1006.5,3,25.1,0.0
2026-01-04T03:30,1.86,83,8.7,0.2,320,1.85,1.46,49,5.9,,19.5,300,24.5,1007.4,53,24.7,0.2,4.7,356,9.0,1007.4,3,25.0,0.0,14.2,21,13.7,1006.9,80,24.0,0.6,11.5,319,20.9,1006.9,3,24.6,0.0,20.4,306,,1006.6,2,25.1,0.0
2026-01-04T03:45,1.88,84,8.75,0.2,319,1.85,1.48,48,5.95,,18.7,300,24.1,1007.4,53,24.7,0.2,5.1,356,8.3,1007.6,3,25.1,0.0,12.8,22,11.5,1007.1,80,24.0,0.6,10.5,319,18.4,1006.9,3,24.6,0.0,19.9,305,,1006.7,2,25.1,0.0
2026-01-04T04:00,1.9,84,8.8,0.2,319,1.85,1.48,48,6.0,,17.8,302,23.8,1007.5,53,24.7,0.2,5.1,356,7.6,1007.7,3,25.1,0.0,11.2,21,9.7,1007.2,80,24.0,0.6,9.7,315,16.2,1007.0,3,24.6,0.0,19.7,305,,1006.8,2,25.2,0.0
2026-01-04T04:15,1.92,85,8.9,0.2,318,1.9,1.5,47,6.1,,16.9,304,23.0,1007.6,53,24.7,0.2,4.7,351,7.2,1007.8,3,25.1,0.0,10.0,15,8.6,1007.3,55,24.1,0.3,9.0,307,14.8,1007.1,3,24.7,0.0,19.2,304,,1006.9,2,25.2,0.0
2026-01-04T04:30,1.96,85,8.95,0.2,318,1.9,1.52,47,6.15,,16.0,306,22.7,1007.7,53,24.7,0.2,4.4,351,7.2,1007.9,3,25.1,0.0,9.0,5,7.9,1007.5,55,24.2,0.3,9.2,296,13.3,1007.3,3,24.7,0.0,18.7,304,,1007.0,2,25.2,0.0
2026-01-04T04:45,1.98,86,9.05,0.18,317,1.9,1.52,46,6.2,,14.8,309,22.0,1007.8,53,24.8,0.2,4.1,345,7.2,1008.0,3,25.1,0.0,8.4,350,7.2,1007.7,55,24.4,0.3,9.3,286,12.2,1007.5,3,24.8,0.0,18.0,303,,1007.2,2,25.3,0.0
2026-01-04T05:00,2.0,87,9.1,0.18,316,1.9,1.54,46,6.3,,14.0,312,21.6,1007.9,53,24.8,0.2,4.0,333,7.2,1008.2,3,25.1,0.0,8.1,339,6.5,1007.8,55,24.5,0.3,9.5,279,11.5,1007.7,3,24.8,0.0,17.5,302,,1007.3,2,25.3,0.0
2026-01-04T05:15,2.02,87,9.15,0.18,316,1.9,1.54,45,6.35,,13.2,315,20.9,1008.1,53,24.8,0.2,4.1,322,7.2,1008.5,3,25.2,0.0,7.7,332,5.8,1007.9,3,24.5,0.0,9.4,274,11.2,1007.9,3,24.8,0.0,16.5,302,,1007.5,2,25.4,0.0
2026-01-04T05:30,2.04,88,9.2,0.18,315,1.9,1.56,45,6.4,,12.5,319,20.5,1008.2,53,24.8,0.2,4.8,312,7.6,1008.8,3,25.2,0.0,7.6,329,4.7,1008.0,3,24.5,0.0,8.6,270,11.2,1008.1,3,24.8,0.0,16.0,301,,1007.7,2,25.4,0.0
2026-01-04T05:45,2.06,88,9.25,0.18,315,1.85,1.56,44,6.45,,12.0,321,19.8,1008.3,53,24.8,0.2,5.5,302,7.9,1009.1,3,25.2,0.0,7.5,325,4.0,1008.1,3,24.5,0.0,8.3,268,11.5,1008.2,3,24.8,0.0,15.2,301,,1007.8,2,25.5,0.0
2026-01-04T06:00,2.08,89,9.3,0.18,314,1.85,1.58,44,6.5,,11.6,324,19.4,1008.4,53,24.9,0.2,6.0,295,8.3,1009.3,3,25.3,0.0,7.4,321,3.6,1008.2,3,24.5,0.0,8.0,262,11.5,1008.4,3,24.8,0.0,14.2,300,,1008.0,2,25.5,0.0
2026-01-04T06:15,2.08,89,9.3,0.16,315,1.8,1.58,44,6.55,,11.4,325,19.1,1008.5,51,24.9,0.1,6.5,289,8.6,1009.4,61,25.3,0.0,7.6,315,4.0,1008.3,3,24.4,0.0,8.1,257,11.5,1008.5,3,24.8,0.0,13.7,300,,1008.2,2,25.5,0.0
2026-01-04T06:30,2.08,88,9.35,0.16,317,1.8,1.58,44,6.55,,11.0,328,18.4,1008.6,51,25.0,0.1,7.1,285,9.4,1009.4,61,25.3,0.0,7.9,309,4.7,1008.3,3,24.4,0.0,8.3,252,11.2,1008.7,3,24.8,0.0,12.7,299,,1008.3,2,25.5,0.0
2026-01-04T06:45,2.08,88,9.35,0.14,318,1.75,1.6,45,6.55,,11.1,331,18.0,1008.8,51,25.0,0.1,7.3,281,10.1,1009.3,61,25.3,0.0,8.5,306,5.4,1008.4,3,24.4,0.0,8.4,250,10.8,1008.8,3,24.8,0.0,12.2,298,,1008.5,2,25.6,0.0
2026-01-04T07:00,2.08,88,9.35,0.14,319,1.7,1.6,45,6.6,,11.1,331,17.6,1008.9,51,25.0,0.1,7.6,275,10.4,1009.4,61,25.3,0.0,8.7,308,6.1,1008.5,3,24.3,0.0,9.0,247,11.2,1008.9,3,24.8,0.0,11.3,297,,1008.7,2,25.6,0.0
2026-01-04T07:15,2.08,87,9.35,0.12,321,1.6,1.6,45,6.6,,11.3,333,16.9,1009.0,51,25.1,0.1,7.6,267,10.4,1009.6,3,25.4,0.0,8.9,313,6.8,1008.6,51,24.2,0.1,10.0,244,11.9,1009.0,3,24.9,0.0,10.5,297,,1008.8,2,25.6,0.0
2026-01-04T07:30,2.08,87,9.35,0.12,322,1.55,1.6,45,6.6,,11.1,335,16.6,1009.1,51,25.2,0.1,7.8,257,10.4,1009.9,3,25.4,0.0,9.5,323,7.2,1008.7,51,24.2,0.1,11.1,245,13.0,1009.2,3,24.9,0.0,9.8,294,,1009.0,2,25.6,0.0
2026-01-04T07:45,2.08,87,9.3,0.1,323,1.5,1.6,46,6.6,,11.4,336,16.2,1009.3,51,25.2,0.1,7.8,248,10.4,1010.1,3,25.4,0.0,10.1,333,7.9,1008.8,51,24.1,0.1,12.2,246,14.0,1009.3,3,24.9,0.0,9.4,293,,1009.1,2,25.7,0.0
2026-01-04T08:00,2.08,86,9.3,0.08,325,1.45,1.6,46,6.6,,11.4,336,15.8,1009.4,51,25.4,0.1,7.2,243,10.4,1010.3,3,25.5,0.0,10.4,340,8.3,1009.0,51,24.1,0.1,12.6,243,15.1,1009.5,3,25.0,0.0,8.6,292,,1009.3,2,25.7,0.0
2026-01-04T08:15,2.08,86,9.3,0.08,326,1.4,1.62,46,6.65,,11.4,336,15.5,1009.5,51,25.4,0.1,5.6,243,11.2,1010.3,3,25.5,0.0,10.0,345,8.3,1009.2,3,24.1,0.0,12.0,237,16.6,1009.6,3,25.0,0.0,8.0,288,,1009.4,2,25.7,0.0
2026-01-04T08:30,2.08,86,9.3,0.06,327,1.35,1.62,46,6.65,,11.6,334,15.1,1009.6,51,25.5,0.1,3.3,257,11.9,1010.3,3,25.5,0.0,9.8,352,8.3,1009.5,3,24.2,0.0,10.7,228,18.0,1009.8,3,25.2,0.0,7.5,287,,1009.5,2,25.7,0.0
2026-01-04T08:45,2.08,85,9.35,0.06,329,1.3,1.62,47,6.65,,11.6,334,15.1,1009.7,51,25.5,0.1,1.9,292,12.6,1010.2,3,25.5,0.0,9.4,358,8.3,1009.7,3,24.2,0.0,9.6,214,19.1,1009.9,3,25.3,0.0,7.4,284,,1009.6,2,25.7,0.0
2026-01-04T09:00,2.08,85,9.35,0.04,330,1.3,1.62,47,6.65,,11.4,332,15.1,1009.8,51,25.5,0.1,1.6,333,12.6,1010.2,3,25.5,0.0,9.0,2,8.3,1009.9,3,24.2,0.0,9.2,206,19.1,1010.1,3,25.4,0.0,7.0,282,,1009.7,2,25.7,0.0
2026-01-04T09:15,2.08,87,9.4,0.04,327,1.3,1.62,47,6.65,,11.3,329,15.1,1009.9,51,25.5,0.1,1.3,326,11.2,1010.3,3,25.6,0.0,9.0,5,8.6,1010.0,51,24.2,0.1,9.2,201,17.6,1010.3,81,25.4,0.8,6.9,279,,1009.8,55,25.7,0.3
2026-01-04T09:30,2.08,88,9.4,0.04,323,1.3,1.62,47,6.65,,11.4,325,15.5,1009.9,51,25.5,0.1,1.4,270,9.0,1010.4,3,25.6,0.0,9.4,2,9.0,1010.1,51,24.2,0.1,9.2,201,15.1,1010.5,81,25.4,0.8,6.5,276,,1009.8,55,25.6,0.3
2026-01-04T09:45,2.08,90,9.45,0.04,320,1.3,1.6,47,6.6,,11.5,321,16.2,1010.0,51,25.5,0.1,2.9,240,7.2,1010.5,3,25.7,0.0,9.4,2,9.0,1010.1,51,24.2,0.1,9.2,201,12.6,1010.7,81,25.2,0.8,6.5,273,,1009.9,55,25.6,0.3
2026-01-04T10:00,2.08,92,9.5,0.04,316,1.35,1.6,47,6.55,,12.0,316,16.6,1010.1,51,25.5,0.1,4.1,232,5.8,1010.6,3,25.8,0.0,9.0,360,9.0,1010.2,51,24.1,0.1,9.6,200,11.2,1010.8,81,25.2,0.8,6.8,270,,1009.9,55,25.5,0.3
2026-01-04T10:15,2.08,94,9.55,0.04,313,1.35,1.6,47,6.5,,12.3,310,17.3,1010.1,51,25.5,0.1,4.6,231,5.8,1010.6,3,25.8,0.0,8.3,358,8.3,1010.3,3,24.1,0.0,10.0,201,10.8,1010.9,61,25.1,0.5,6.8,267,,1009.9,55,25.5,0.3
2026-01-04T10:30,2.08,95,9.65,0.04,309,1.4,1.58,47,6.45,,12.9,306,18.0,1010.2,51,25.4,0.1,5.1,231,6.1,1010.5,3,25.9,0.0,7.2,354,7.2,1010.3,3,24.1,0.0,10.8,201,10.8,1011.0,61,25.1,0.5,6.9,264,,1009.9,55,25.5,0.3
2026-01-04T10:45,2.1,97,9.7,0.04,306,1.45,1.58,48,6.45,,13.4,301,18.4,1010.2,51,25.4,0.1,5.4,228,7.2,1010.5,3,25.9,0.0,6.2,353,6.1,1010.4,3,24.0,0.0,11.6,202,11.5,1011.0,61,25.0,0.5,7.3,261,,1009.9,55,25.4,0.3
2026-01-04T11:00,2.1,99,9.75,0.04,302,1.45,1.58,48,6.45,,13.7,297,19.1,1010.2,51,25.3,0.1,5.9,227,8.3,1010.4,3,26.0,0.0,5.2,348,5.0,1010.4,3,24.0,0.0,12.3,201,12.6,1011.0,61,25.0,0.5,7.3,259,,1009.9,55,25.4,0.3
2026-01-04T11:15,2.1,101,9.8,0.04,299,1.5,1.58,48,6.45,,14.4,292,19.8,1010.2,51,25.3,0.1,6.6,225,9.4,1010.3,3,26.0,0.0,4.5,346,4.0,1010.4,3,24.0,0.0,13.5,196,14.4,1011.0,51,25.0,0.1,7.8,257,,1009.9,55,25.3,0.3
2026-01-04T11:30,2.1,102,9.85,0.04,295,1.5,1.58,48,6.5,,14.8,288,20.2,1010.3,51,25.2,0.1,7.7,221,10.8,1010.2,3,26.0,0.0,3.4,342,2.9,1010.3,3,24.0,0.0,14.6,190,16.9,1011.0,51,25.0,0.1,7.9,254,,1009.9,55,25.2,0.3
2026-01-04T11:45,2.1,104,9.9,0.04,292,1.55,1.56,48,6.6,,14.9,285,20.5,1010.3,51,25.2,0.1,8.7,218,12.2,1010.1,3,26.0,0.0,2.7,337,2.2,1010.2,3,24.1,0.0,15.9,184,19.1,1010.9,51,25.0,0.1,8.3,252,,1009.9,55,25.1,0.3
2026-01-04T12:00,2.1,106,9.95,0.04,288,1.55,1.56,48,6.75,,15.0,281,20.9,1010.3,51,25.2,0.1,9.9,213,13.7,1010.0,3,26.0,0.0,1.8,323,1.8,1010.2,3,24.1,0.0,16.6,180,20.9,1010.9,51,24.9,0.1,8.8,251,,1009.9,55,25.0,0.3
2026-01-04T12:15,2.1,108,10.0,0.04,284,1.55,1.56,60,6.95,,14.9,277,20.9,1010.3,51,25.2,0.1,11.3,207,15.5,1010.0,80,26.0,0.2,1.4,270,2.2,1010.2,3,24.1,0.0,16.6,176,21.6,1010.9,51,24.9,0.1,8.8,251,,1009.9,55,25.0,0.3
2026-01-04T12:30,2.12,109,10.05,0.04,280,1.55,1.56,73,7.2,,14.8,271,21.2,1010.3,51,25.1,0.1,13.0,199,18.0,1009.9,80,25.9,0.2,2.6,236,3.2,1010.2,3,24.1,0.0,15.9,174,21.6,1010.9,51,24.9,0.1,9.2,249,,1009.9,55,24.9,0.3
2026-01-04T12:45,2.12,111,10.1,0.04,277,1.6,1.56,85,7.55,,14.4,266,21.2,1010.3,51,25.1,0.1,14.8,194,20.2,1009.9,80,25.9,0.2,4.3,222,4.3,1010.2,3,24.2,0.0,15.0,170,21.2,1010.9,51,24.9,0.1,9.7,248,,1009.9,55,24.9,0.3
2026-01-04T13:00,2.12,113,10.1,0.04,273,1.6,1.56,98,7.9,,13.9,260,20.9,1010.3,51,25.1,0.1,16.1,190,21.6,1009.9,80,25.9,0.2,5.2,214,5.4,1010.2,3,24.2,0.0,14.4,167,20.9,1010.9,51,24.9,0.1,9.7,248,,1009.9,55,24.8,0.3
2026-01-04T13:15,2.14,115,10.15,0.04,269,1.6,1.56,110,8.3,,14.0,252,20.9,1010.2,51,25.1,0.1,16.7,187,22.3,1009.9,80,25.8,0.2,5.6,207,6.1,1010.2,3,24.3,0.0,14.2,164,20.2,1010.8,51,24.9,0.1,10.2,247,,1009.9,55,24.7,0.3
2026-01-04T13:30,2.14,116,10.2,0.04,265,1.6,1.56,123,8.7,,13.9,245,20.9,1010.2,51,25.1,0.1,17.0,186,22.7,1009.8,80,25.8,0.2,5.7,198,7.2,1010.2,3,24.3,0.0,14.0,162,19.4,1010.8,51,24.9,0.1,10.2,247,,1009.9,55,24.6,0.3
2026-01-04T13:45,2.14,118,10.25,0.04,261,1.6,1.56,135,9.05,,14.1,238,20.5,1010.2,51,25.1,0.1,17.0,184,23.0,1009.7,80,25.8,0.2,5.5,191,7.9,1010.2,3,24.4,0.0,14.1,161,18.4,1010.7,51,24.9,0.1,10.3,245,,1009.9,55,24.5,0.3
2026-01-04T14:00,2.16,120,10.25,0.04,257,1.6,1.56,148,9.45,,14.3,231,20.5,1010.1,51,25.1,0.1,16.9,181,23.0,1009.7,80,25.8,0.2,5.4,180,8.6,1010.2,3,24.4,0.0,13.7,162,17.6,1010.7,51,24.8,0.1,10.3,245,,1009.9,55,24.5,0.3
2026-01-04T14:15,2.16,122,10.3,0.04,254,1.55,1.56,160,9.8,,14.8,225,20.2,1010.1,51,25.0,0.1,16.6,178,23.0,1009.7,80,25.8,0.2,5.2,164,9.7,1010.2,80,24.4,0.5,12.9,167,17.3,1010.8,51,24.5,0.1,10.3,245,,1009.9,55,24.5,0.3
2026-01-04T14:30,2.16,123,10.35,0.04,250,1.55,1.56,173,10.15,,15.1,220,19.8,1010.1,51,25.0,0.1,16.0,172,23.0,1009.7,80,25.8,0.2,5.5,148,10.4,1010.1,80,24.3,0.5,12.6,178,16.9,1011.0,51,24.3,0.1,10.3,245,,1010.0,55,24.4,0.3
